probe_count,probe_hash,probe_source,q4_ast_mean,q4_distinct_programs,q4_dsde,q4_exact_dsde,q4_exact_sde,q4_execution_seconds,q4_generation_seconds,q4_observations,q4_sde,q8_ast_mean,q8_distinct_programs,q8_dsde,q8_exact_dsde,q8_exact_sde,q8_execution_seconds,q8_generation_seconds,q8_observations,q8_sde,task_id,q4_error,q8_error
3,d83acfa2dd4f6af5894b81cfb6ece612990a8206b3c35a4a6478dd6a209f227f,prompt_plus_base_inputs,0.5868941709886688,5,0.5783256094671904,0.6,0.36,0.5923599000016111,"[1.345882799998435, 1.5785168999991583, 0.9265555000001768, 2.2725607000011223, 1.8266424000012194]","[[{'status': 'ok', 'value': 101}, {'status': 'ok', 'value': 1331}, {'status': 'ok', 'value': 120}], [{'status': 'ok', 'value': 9999}, {'status': 'ok', 'value': 12211221}, {'status': 'ok', 'value': 120120}], [{'status': 'ok', 'value': 999}, {'status': 'ok', 'value': 122121}, {'status': 'ok', 'value': 1201}], [{'status': 'ok', 'value': 1001}, {'status': 'ok', 'value': 1220111}, {'exception': 'IndexError', 'status': 'exception'}], [{'status': 'ok', 'value': 101}, {'status': 'ok', 'value': 1331}, {'status': 'ok', 'value': 120}]]",0.33242319941741577,0.6192364058332087,5,0.7977775987618941,0.8,0.30666666666666664,0.5285097999985737,"[1.631685299998935, 1.0301990000007208, 2.739066300000559, 2.472590499999569, 2.315434500000265]","[[{'status': 'ok', 'value': 9999}, {'status': 'ok', 'value': 12211221}, {'status': 'ok', 'value': 120021}], [{'status': 'ok', 'value': 100}, {'status': 'ok', 'value': 1222}, {'status': 'ok', 'value': 122}], [{'exception': 'worker_exit_1', 'status': 'runner_error'}, {'exception': 'worker_exit_1', 'status': 'runner_error'}, {'exception': 'worker_exit_1', 'status': 'runner_error'}], [{'status': 'ok', 'value': 100}, {'status': 'ok', 'value': 1222}, {'status': 'ok', 'value': 121}], [{'status': 'ok', 'value': 100}, {'status': 'ok', 'value': 1222}, {'status': 'ok', 'value': 121}]]",0.27977409898735145,Mbpp/100,1,1
3,b8f819de139770ce6c5be9d0a41a61c2c867dc8f9b1bfd9423eb98852591be48,prompt_plus_base_inputs,0.2110864239378346,5,0.0,0.0,0.0,0.5295697999972617,"[0.7786035000008269, 0.8163325000004988, 0.38379359999998996, 0.238412699998662, 0.8719493999997212]","[[{'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 8}, {'status': 'ok', 'value': 36}], [{'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 8}, {'status': 'ok', 'value': 36}], [{'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 8}, {'status': 'ok', 'value': 36}], [{'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 8}, {'status': 'ok', 'value': 36}], [{'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 8}, {'status': 'ok', 'value': 36}]]",0.0,0.2918437265423558,5,0.0,0.0,0.0,0.5234794000025431,"[1.1170950000014273, 1.5036913999992976, 0.5731713000004675, 1.1194972000012058, 0.3420927999995911]","[[{'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 8}, {'status': 'ok', 'value': 36}], [{'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 8}, {'status': 'ok', 'value': 36}], [{'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 8}, {'status': 'ok', 'value': 36}], [{'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 8}, {'status': 'ok', 'value': 36}], [{'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 8}, {'status': 'ok', 'value': 36}]]",0.0,Mbpp/101,0,0
3,c700e80d9df07128c533713f6bd27f4cf25b8c9c69d6ad0f74934647d3487e23,prompt_plus_base_inputs,0.3690245009736349,5,0.2235714285714286,0.6,0.32,0.5849062999986927,"[0.805509499999971, 0.816387400000167, 1.047148699999525, 1.0362165000005916, 1.0660397000010562]","[[{'status': 'ok', 'value': 'pythonProgram'}, {'status': 'ok', 'value': 'pythonLanguage'}, {'status': 'ok', 'value': 'programmingLanguage'}], [{'status': 'ok', 'value': 'pythonProgram'}, {'status': 'ok', 'value': 'pythonLanguage'}, {'status': 'ok', 'value': 'programmingLanguage'}], [{'status': 'ok', 'value': 'PythonProgram'}, {'status': 'ok', 'value': 'PythonLanguage'}, {'status': 'ok', 'value': 'ProgrammingLanguage'}], [{'status': 'ok', 'value': 'PythonProgram'}, {'status': 'ok', 'value': 'PythonLanguage'}, {'status': 'ok', 'value': 'ProgrammingLanguage'}], [{'exception': 'worker_exit_1', 'status': 'runner_error'}, {'exception': 'worker_exit_1', 'status': 'runner_error'}, {'exception': 'worker_exit_1', 'status': 'runner_error'}]]",0.16942857142857143,0.374825977786971,5,0.0,0.0,0.0,0.5329992000006314,"[0.8622486999993271, 1.1836304999997083, 0.5028984000000492, 0.7220595999988291, 0.867081500000495]","[[{'status': 'ok', 'value': 'PythonProgram'}, {'status': 'ok', 'value': 'PythonLanguage'}, {'status': 'ok', 'value': 'ProgrammingLanguage'}], [{'status': 'ok', 'value': 'PythonProgram'}, {'status': 'ok', 'value': 'PythonLanguage'}, {'status': 'ok', 'value': 'ProgrammingLanguage'}], [{'status': 'ok', 'value': 'PythonProgram'}, {'status': 'ok', 'value': 'PythonLanguage'}, {'status': 'ok', 'value': 'ProgrammingLanguage'}], [{'status': 'ok', 'value': 'PythonProgram'}, {'status': 'ok', 'value': 'PythonLanguage'}, {'status': 'ok', 'value': 'ProgrammingLanguage'}], [{'status': 'ok', 'value': 'PythonProgram'}, {'status': 'ok', 'value': 'PythonLanguage'}, {'status': 'ok', 'value': 'ProgrammingLanguage'}]]",0.0,Mbpp/102,1,1
3,2fbe064f6570a77454d0eff7cb2a43c7e54bb6c9009e057257815b0d6038ac1a,prompt_plus_base_inputs,0.3702490580840001,5,0.7248484848484849,0.8,0.4,0.539842400001362,"[0.8838079999986803, 0.9231121000011626, 2.6372860000010405, 0.8279938999985461, 0.5011260000010225]","[[{'status': 'ok', 'value': 0}, {'status': 'ok', 'value': 0}, {'status': 'ok', 'value': 8}], [{'status': 'ok', 'value': 6}, {'status': 'ok', 'value': 8}, {'status': 'ok', 'value': 20}], [{'status': 'ok', 'value': -1}, {'status': 'ok', 'value': 4}, {'status': 'ok', 'value': -1}], [{'status': 'ok', 'value': 1}, {'status': 'ok', 'value': 1}, {'status': 'ok', 'value': 11}], [{'exception': 'worker_exit_1', 'status': 'runner_error'}, {'exception': 'worker_exit_1', 'status': 'runner_error'}, {'exception': 'worker_exit_1', 'status': 'runner_error'}]]",0.3637474747474747,0.5070893149603185,5,0.76,0.8,0.3733333333333333,0.5212788000026194,"[1.7260317999989638, 1.7993080000014743, 1.9193986999998742, 1.5955772999986948, 1.2733775000015157]","[[{'exception': 'worker_exit_1', 'status': 'runner_error'}, {'exception': 'worker_exit_1', 'status': 'runner_error'}, {'exception': 'worker_exit_1', 'status': 'runner_error'}], [{'status': 'ok', 'value': 1}, {'status': 'ok', 'value': 1}, {'status': 'ok', 'value': 3}], [{'status': 'ok', 'value': 21}, {'status': 'ok', 'value': 57}, {'status': 'ok', 'value': 156}], [{'exception': 'ZeroDivisionError', 'status': 'exception'}, {'exception': 'ZeroDivisionError', 'status': 'exception'}, {'status': 'ok', 'value': 105}], [{'status': 'ok', 'value': 1}, {'status': 'ok', 'value': 1}, {'status': 'ok', 'value': 7}]]",0.3467824689929953,Mbpp/103,1,1
3,46e3e7042e8f21cc5e6745fae2d02f8a3a46463ca4d4854015992098b330be66,prompt_plus_base_inputs,0.11260947109942229,4,0.0,0.0,0.0,0.48782260000007227,"[1.0198297000006278, 0.8728549999996176, 1.0749197999994067, 1.1409519999997428, 1.0760514000012336]","[[{'status': 'ok', 'value': [['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]}, {'status': 'ok', 'value': [[' red ', 'green'], [' black', 'blue '], [' orange', 'brown']]}, {'status': 'ok', 'value': [['gold', 'zilver'], ['aluminium', 'magnesium'], ['bronze', 'steel']]}], [{'status': 'ok', 'value': [['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]}, {'status': 'ok', 'value': [[' red ', 'green'], [' black', 'blue '], [' orange', 'brown']]}, {'status': 'ok', 'value': [['gold', 'zilver'], ['aluminium', 'magnesium'], ['bronze', 'steel']]}], [{'status': 'ok', 'value': [['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]}, {'status': 'ok', 'value': [[' red ', 'green'], [' black', 'blue '], [' orange', 'brown']]}, {'status': 'ok', 'value': [['gold', 'zilver'], ['aluminium', 'magnesium'], ['bronze', 'steel']]}], [{'status': 'ok', 'value': [['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]}, {'status': 'ok', 'value': [[' red ', 'green'], [' black', 'blue '], [' orange', 'brown']]}, {'status': 'ok', 'value': [['gold', 'zilver'], ['aluminium', 'magnesium'], ['bronze', 'steel']]}], [{'status': 'ok', 'value': [['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]}, {'status': 'ok', 'value': [[' red ', 'green'], [' black', 'blue '], [' orange', 'brown']]}, {'status': 'ok', 'value': [['gold', 'zilver'], ['aluminium', 'magnesium'], ['bronze', 'steel']]}]]",0.0,0.1307233871250044,3,0.0,0.0,0.0,0.5009057999996003,"[1.3175078999993275, 2.2876404999988154, 1.4284591000014188, 0.6432026000002224, 1.198275000000649]","[[{'status': 'ok', 'value': [['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]}, {'status': 'ok', 'value': [[' red ', 'green'], [' black', 'blue '], [' orange', 'brown']]}, {'status': 'ok', 'value': [['gold', 'zilver'], ['aluminium', 'magnesium'], ['bronze', 'steel']]}], [{'status': 'ok', 'value': [['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]}, {'status': 'ok', 'value': [[' red ', 'green'], [' black', 'blue '], [' orange', 'brown']]}, {'status': 'ok', 'value': [['gold', 'zilver'], ['aluminium', 'magnesium'], ['bronze', 'steel']]}], [{'status': 'ok', 'value': [['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]}, {'status': 'ok', 'value': [[' red ', 'green'], [' black', 'blue '], [' orange', 'brown']]}, {'status': 'ok', 'value': [['gold', 'zilver'], ['aluminium', 'magnesium'], ['bronze', 'steel']]}], [{'status': 'ok', 'value': [['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]}, {'status': 'ok', 'value': [[' red ', 'green'], [' black', 'blue '], [' orange', 'brown']]}, {'status': 'ok', 'value': [['gold', 'zilver'], ['aluminium', 'magnesium'], ['bronze', 'steel']]}], [{'status': 'ok', 'value': [['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]}, {'status': 'ok', 'value': [[' red ', 'green'], [' black', 'blue '], [' orange', 'brown']]}, {'status': 'ok', 'value': [['gold', 'zilver'], ['aluminium', 'magnesium'], ['bronze', 'steel']]}]]",0.0,Mbpp/104,0,0
3,0c914429039b58039a047fcc847516f5b934de450f1bab9c5fdf566d7c299beb,prompt_plus_base_inputs,0.14449327063919887,4,0.0,0.0,0.0,0.5350364000005357,"[0.47693319999962114, 0.5858239000008325, 0.6707600999998249, 0.6511814000004961, 0.6065146000000823]","[[{'status': 'ok', 'value': 2}, {'status': 'ok', 'value': 0}, {'status': 'ok', 'value': 3}], [{'status': 'ok', 'value': 2}, {'status': 'ok', 'value': 0}, {'status': 'ok', 'value': 3}], [{'status': 'ok', 'value': 2}, {'status': 'ok', 'value': 0}, {'status': 'ok', 'value': 3}], [{'status': 'ok', 'value': 2}, {'status': 'ok', 'value': 0}, {'status': 'ok', 'value': 3}], [{'status': 'ok', 'value': 2}, {'status': 'ok', 'value': 0}, {'status': 'ok', 'value': 3}]]",0.0,0.4650399926309292,5,0.4,0.4,0.24,0.5529233000015665,"[0.6521892999990087, 1.298878199999308, 0.3007385000000795, 0.6321861000014906, 0.22432070000104432]","[[{'status': 'ok', 'value': 2}, {'status': 'ok', 'value': 0}, {'status': 'ok', 'value': 3}], [{'exception': 'worker_exit_1', 'status': 'runner_error'}, {'exception': 'worker_exit_1', 'status': 'runner_error'}, {'exception': 'worker_exit_1', 'status': 'runner_error'}], [{'status': 'ok', 'value': 2}, {'status': 'ok', 'value': 0}, {'status': 'ok', 'value': 3}], [{'exception': 'worker_exit_1', 'status': 'runner_error'}, {'exception': 'worker_exit_1', 'status': 'runner_error'}, {'exception': 'worker_exit_1', 'status': 'runner_error'}], [{'status': 'ok', 'value': 2}, {'status': 'ok', 'value': 0}, {'status': 'ok', 'value': 3}]]",0.24,Mbpp/105,0,0
3,684344e398d0888072e103158b5df4b25582c3ea6a34c0b50fd5a0694a92b188,prompt_plus_base_inputs,0.22653648348767877,5,0.34375324675324676,0.8,0.28,0.6087580000021262,"[0.7863711000009062, 0.642793700000766, 0.8447309000002861, 0.36406689999967057, 0.5996746000000712]","[[{'status': 'ok', 'value': [5, 6, 7, 9, 10]}, {'status': 'ok', 'value': [6, 7, 8, 10, 11]}, {'status': 'ok', 'value': [7, 8, 9, 11, 12]}], [{'exception': 'worker_exit_1', 'status': 'runner_error'}, {'exception': 'worker_exit_1', 'status': 'runner_error'}, {'exception': 'worker_exit_1', 'status': 'runner_error'}], [{'status': 'ok', 'value': [9, 10, 5, 6, 7]}, {'status': 'ok', 'value': [10, 11, 6, 7, 8]}, {'status': 'ok', 'value': [11, 12, 7, 8, 9]}], [{'status': 'ok', 'value': [9, 10, 5, 6, 7]}, {'status': 'ok', 'value': [10, 11, 6, 7, 8]}, {'status': 'ok', 'value': [11, 12, 7, 8, 9]}], [{'status': 'ok', 'value': [9, 10, 5, 6, 7]}, {'status': 'ok', 'value': [10, 11, 6, 7, 8]}, {'status': 'ok', 'value': [11, 12, 7, 8, 9]}]]",0.18875064935064934,0.15705442435935862,5,0.2,0.2,0.16,0.5427988999981608,"[1.0013933999998699, 1.4943889000005584, 0.4709886999989976, 0.4515604999996867, 0.5360481000006985]","[[{'status': 'ok', 'value': [9, 10, 5, 6, 7]}, {'status': 'ok', 'value': [10, 11, 6, 7, 8]}, {'status': 'ok', 'value': [11, 12, 7, 8, 9]}], [{'status': 'ok', 'value': [9, 10, 5, 6, 7]}, {'status': 'ok', 'value': [10, 11, 6, 7, 8]}, {'status': 'ok', 'value': [11, 12, 7, 8, 9]}], [{'exception': 'worker_exit_1', 'status': 'runner_error'}, {'exception': 'worker_exit_1', 'status': 'runner_error'}, {'exception': 'worker_exit_1', 'status': 'runner_error'}], [{'status': 'ok', 'value': [9, 10, 5, 6, 7]}, {'status': 'ok', 'value': [10, 11, 6, 7, 8]}, {'status': 'ok', 'value': [11, 12, 7, 8, 9]}], [{'status': 'ok', 'value': [9, 10, 5, 6, 7]}, {'status': 'ok', 'value': [10, 11, 6, 7, 8]}, {'status': 'ok', 'value': [11, 12, 7, 8, 9]}]]",0.16,Mbpp/106,1,0
3,5d87ef1874912bf38a6a513e7ff956e159e9a921a32dcb7e42dcce834ba0c7c7,prompt_plus_base_inputs,0.18652205862980412,4,0.04361268107614079,0.2,0.16,0.5212940000019444,"[1.3952701000016532, 1.9272985999996308, 1.604114899999331, 0.6116112999989127, 1.08111370000006]","[[{'status': 'ok', 'value': [4, 5, 11, 15, 19, 20, 24, 24, 25, 25, 26, 29, 48, 54, 56, 110, 154, 233]}, {'status': 'ok', 'value': [1, 1, 2, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 11, 12]}, {'status': 'ok', 'value': [1, 2, 3, 4, 7, 8, 9, 9, 9, 10, 12, 14, 14, 18, 22, 25, 25, 35, 41, 50, 58, 61, 65, 74, 75, 85]}], [{'status': 'ok', 'value': [4, 5, 11, 15, 19, 20, 24, 25, 26, 29, 48, 54, 56, 110, 154, 233]}, {'status': 'ok', 'value': [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12]}, {'status': 'ok', 'value': [1, 2, 3, 4, 7, 8, 9, 10, 12, 14, 18, 22, 25, 35, 41, 50, 58, 61, 65, 74, 75, 85]}], [{'status': 'ok', 'value': [4, 5, 11, 15, 19, 20, 24, 24, 25, 25, 26, 29, 48, 54, 56, 110, 154, 233]}, {'status': 'ok', 'value': [1, 1, 2, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 11, 12]}, {'status': 'ok', 'value': [1, 2, 3, 4, 7, 8, 9, 9, 9, 10, 12, 14, 14, 18, 22, 25, 25, 35, 41, 50, 58, 61, 65, 74, 75, 85]}], [{'status': 'ok', 'value': [4, 5, 11, 15, 19, 20, 24, 24, 25, 25, 26, 29, 48, 54, 56, 110, 154, 233]}, {'status': 'ok', 'value': [1, 1, 2, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 11, 12]}, {'status': 'ok', 'value': [1, 2, 3, 4, 7, 8, 9, 9, 9, 10, 12, 14, 14, 18, 22, 25, 25, 35, 41, 50, 58, 61, 65, 74, 75, 85]}], [{'status': 'ok', 'value': [4, 5, 11, 15, 19, 20, 24, 24, 25, 25, 26, 29, 48, 54, 56, 110, 154, 233]}, {'status': 'ok', 'value': [1, 1, 2, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 11, 12]}, {'status': 'ok', 'value': [1, 2, 3, 4, 7, 8, 9, 9, 9, 10, 12, 14, 14, 18, 22, 25, 25, 35, 41, 50, 58, 61, 65, 74, 75, 85]}]]",0.03489014486091263,0.49723372956996137,5,0.05134771348348316,0.2,0.16,0.5730807999971148,"[2.1270881000000372, 2.795371800000794, 1.7456504000001587, 1.6844808000005287, 2.9352552000000287]","[[{'status': 'ok', 'value': [4, 5, 11, 15, 19, 20, 24, 24, 25, 25, 26, 29, 48, 54, 56, 110, 154, 233]}, {'status': 'ok', 'value': [1, 1, 2, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 11, 12]}, {'status': 'ok', 'value': [1, 2, 3, 4, 7, 8, 9, 9, 9, 10, 12, 14, 14, 18, 22, 25, 25, 35, 41, 50, 58, 61, 65, 74, 75, 85]}], [{'status': 'ok', 'value': [4, 5, 11, 15, 19, 20, 24, 24, 25, 25, 26, 29, 48, 54, 56, 110, 154, 233]}, {'status': 'ok', 'value': [1, 1, 2, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 11, 12]}, {'status': 'ok', 'value': [1, 2, 3, 4, 7, 8, 9, 9, 9, 10, 12, 14, 14, 18, 22, 25, 25, 35, 41, 50, 58, 61, 65, 74, 75, 85]}], [{'status': 'ok', 'value': [4, 5, 11, 15, 19, 20, 24, 24, 25, 25, 26, 29, 48, 54, 56, 110, 154, 233]}, {'status': 'ok', 'value': [1, 1, 2, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 11, 12]}, {'status': 'ok', 'value': [1, 2, 3, 4, 7, 8, 9, 9, 9, 10, 12, 14, 14, 18, 22, 25, 25, 35, 41, 50, 58, 61, 65, 74, 75, 85]}], [{'status': 'ok', 'value': [4, 5, 11, 15, 19, 20, 24, 24, 25, 25, 26, 29, 48, 54, 56, 110, 154, 233]}, {'status': 'ok', 'value': [1, 1, 2, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 11, 12]}, {'status': 'ok', 'value': [1, 2, 3, 4, 7, 8, 9, 9, 9, 10, 12, 14, 14, 18, 22, 25, 25, 35, 41, 50, 58, 61, 65, 74, 75, 85]}], [{'status': 'ok', 'value': [19, 20, 11, 24, 25, 24, 15, 4, 5, 26, 29, 54, 48, 110, 56, 25, 233, 154]}, {'status': 'ok', 'value': [1, 1, 2, 3, 4, 7, 8, 12, 5, 6, 8, 9, 5, 7, 11]}, {'status': 'ok', 'value': [12, 18, 14, 10, 9, 8, 7, 9, 3, 2, 4, 1, 25, 35, 22, 85, 14, 65, 75, 25, 58, 74, 9, 50, 61, 41]}]]",0.04107817078678653,Mbpp/108,0,0
3,485301f05133b71ae5be1a166b1a64a3851a7c5d1b78f9ba9de40b155924f103,prompt_plus_base_inputs,0.42838290016842895,5,0.03888888888888889,0.13333333333333333,0.10666666666666666,0.581061699998827,"[1.3509911000001011, 1.0989467000017612, 1.9795080999992933, 1.5983095999999932, 1.6488893000005191]","[[{'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 4}, {'status': 'ok', 'value': 2}], [{'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 4}, {'status': 'ok', 'value': 2}], [{'status': 'ok', 'value': 2}, {'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 2}], [{'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 4}, {'status': 'ok', 'value': 2}], [{'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 4}, {'status': 'ok', 'value': 2}]]",0.03111111111111111,0.4606708021655415,5,0.016666666666666666,0.06666666666666667,0.05333333333333333,0.5076556999993045,"[1.7465553000001819, 2.5982172999993054, 1.873965099999623, 2.284002500000497, 1.430617899999561]","[[{'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 4}, {'status': 'ok', 'value': 2}], [{'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 4}, {'status': 'ok', 'value': 2}], [{'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 4}, {'status': 'ok', 'value': 2}], [{'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 2}], [{'status': 'ok', 'value': 3}, {'status': 'ok', 'value': 4}, {'status': 'ok', 'value': 2}]]",0.013333333333333332,Mbpp/109,1,1
3,815f97a0d9ba144ba90691137970553540c2ebe2d4381bcba9a548574f826d37,prompt_plus_base_inputs,0.5409269397565095,5,0.0,0.0,0.0,0.5372039000030782,"[1.1896123999995325, 1.1190994000007777, 1.0392336000004434, 0.6044708999997965, 1.070983100000376]","[[{'status': 'ok', 'value': 'heo'}, {'status': 'ok', 'value': 'bcd'}, {'status': 'ok', 'value': 'H'}], [{'status': 'ok', 'value': 'heo'}, {'status': 'ok', 'value': 'bcd'}, {'status': 'ok', 'value': 'H'}], [{'status': 'ok', 'value': 'heo'}, {'status': 'ok', 'value': 'bcd'}, {'status': 'ok', 'value': 'H'}], [{'status': 'ok', 'value': 'heo'}, {'status': 'ok', 'value': 'bcd'}, {'status': 'ok', 'value': 'H'}], [{'status': 'ok', 'value': 'heo'}, {'status': 'ok', 'value': 'bcd'}, {'status': 'ok', 'value': 'H'}]]",0.0,0.5359052974926259,5,0.12825396825396826,0.5333333333333333,0.2533333333333333,0.6862827999975707,"[1.2884310000008554, 0.9901147999989917, 0.9729513999991468, 0.3276162000001932, 1.5536716999995406]","[[{'status': 'ok', 'value': 'hello'}, {'status': 'ok', 'value': 'bcd'}, {'status': 'ok', 'value': 'H'}], [{'status': 'ok', 'value': 'heo'}, {'status': 'ok', 'value': 'bcd'}, {'status': 'ok', 'value': 'H'}], [{'status': 'ok', 'value': 'heo'}, {'status': 'ok', 'value': ''}, {'status': 'ok', 'value': ''}], [{'status': 'ok', 'value': 'ell'}, {'status': 'ok', 'value': 'bcd'}, {'status': 'ok', 'value': 'H'}], [{'status': 'ok', 'value': 'heo'}, {'status': 'ok', 'value': ''}, {'status': 'ok', 'value': ''}]]",0.07517460317460317,Mbpp/11,1,1
