task_id,precision,token_count,mean_nll,median_nll,mean_top1_margin,mean_topk_entropy,worst_decile_nll,status,expected_solution_sha256,generated_solution_sha256,model_sha256
Mbpp/100,q4,42,0.0898202595497564,0.0013895206502638757,6.740428979032128,0.19026867666043706,0.27467091083526607,matched,6fe6a0552b8eaddda4b158f81cb4f26ff160092daae39859c1c16bc1b503c5dd,6fe6a0552b8eaddda4b158f81cb4f26ff160092daae39859c1c16bc1b503c5dd,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
Mbpp/101,q4,20,0.06936024184761322,0.00833591353148222,5.7462211215919465,0.202221888476067,0.26961698234081266,matched,6158deae92c6c8836f6d82dd4bca326c2b29958676c79030dc346aa8e31e4cde,6158deae92c6c8836f6d82dd4bca326c2b29958676c79030dc346aa8e31e4cde,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
Mbpp/102,q4,31,0.05875083357904582,0.005268120672553778,6.345558362277848,0.18898529852916682,0.2030085027217865,matched,92ec0ca41123b59ba6875ea165156d80d039d4e2303a636f3822841ab81cc590,92ec0ca41123b59ba6875ea165156d80d039d4e2303a636f3822841ab81cc590,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
Mbpp/103,q4,91,0.1376239807000287,0.011485539376735687,5.271872823815055,0.2708068514067527,0.504082441329956,matched,1bed5a8ebf2a84eb26307059473d2f528c9bbcd892e01725ccac714d660c36e2,1bed5a8ebf2a84eb26307059473d2f528c9bbcd892e01725ccac714d660c36e2,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
Mbpp/104,q4,23,0.12223335416001646,0.009398500435054302,5.824346744862891,0.29236723351680216,0.3162760496139526,matched,e89aad68cebb834785be7c24c9aed78a537edae6ecf50821c7ce80bcabeb475e,e89aad68cebb834785be7c24c9aed78a537edae6ecf50821c7ce80bcabeb475e,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
Mbpp/105,q4,15,0.11037191702101458,0.024305811151862144,5.394103187787793,0.25813586315436043,0.36005705595016474,matched,704a5acd323f1727a67f1fa93b6a0a9625596633544dfccea724aac47f7e182c,704a5acd323f1727a67f1fa93b6a0a9625596633544dfccea724aac47f7e182c,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
Mbpp/106,q4,18,0.13830573800644036,0.02764308825135231,4.6050325554929765,0.3753584110928832,0.429025274515152,matched,44205452b1630d558efb0ad7a966befd0eda7f0bce936395e6dbf5649d556fe4,44205452b1630d558efb0ad7a966befd0eda7f0bce936395e6dbf5649d556fe4,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
Mbpp/108,q4,30,0.049141550250950176,0.0016667443560436368,7.30050379416535,0.14202627409557084,0.07057584263384337,matched,0755324998633f0f94246f44449f975b54fc1a6dd4bfe6872a39b34bce417fda,0755324998633f0f94246f44449f975b54fc1a6dd4bfe6872a39b34bce417fda,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
Mbpp/109,q4,70,0.11778358338290543,0.009157258085906506,5.711690142004123,0.24952314362220893,0.5038976103067397,matched,d8a79ee4e702f757dc413df5f975d756d0a388db2eca96d1995ad0643e341992,d8a79ee4e702f757dc413df5f975d756d0a388db2eca96d1995ad0643e341992,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
Mbpp/11,q4,30,0.17021247530989664,0.024251384660601616,4.327402422974379,0.36563649799659637,0.5710483431816101,matched,fb69000ba1d928610ea06e5110333531e770bfb6f6339da00130a0cdd676dce1,fb69000ba1d928610ea06e5110333531e770bfb6f6339da00130a0cdd676dce1,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
Mbpp/111,q4,25,0.11613128368400794,0.011682175099849701,5.421857679443129,0.2674633666655166,0.4163634359836578,matched,d9d3aa04576cbd5494da0984c45e1aebb478bc5ee1f9513d325ba2baf835e064,d9d3aa04576cbd5494da0984c45e1aebb478bc5ee1f9513d325ba2baf835e064,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
Mbpp/113,q4,29,0.03916318674651095,0.0016522937221452594,6.381928867193046,0.1281111250340367,0.09173138439655303,matched,40d533dec96410044180b7b9730d06806afc079f7224d0dedbcc63edbb99f956,40d533dec96410044180b7b9730d06806afc079f7224d0dedbcc63edbb99f956,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
Mbpp/116,q4,23,0.0730679916689595,0.007228629197925329,5.723243625228624,0.21756446374192367,0.2484427124261856,matched,8419cb154d80649bc1083f360adb23a5240593f515674344e18b4f7a23419649,8419cb154d80649bc1083f360adb23a5240593f515674344e18b4f7a23419649,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
Mbpp/118,q4,16,0.07970015595807922,0.006100732367485762,6.072015703812696,0.2269968424379065,0.2452647164463997,matched,b6c5a73fc1455770c5e78ae2b5f16cf23ea65ae61d7c3508457521a05d04d84e,b6c5a73fc1455770c5e78ae2b5f16cf23ea65ae61d7c3508457521a05d04d84e,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
Mbpp/119,q4,75,0.059831817634330944,0.0033821971155703068,6.275842009695941,0.14636838968535293,0.09877016395330429,matched,f6613d84a3cc5d327de76d04dca9bb915827d7bb677c74a32817471f435db101,f6613d84a3cc5d327de76d04dca9bb915827d7bb677c74a32817471f435db101,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
Mbpp/12,q4,18,0.09432326973021393,0.009861437603831291,4.952303013332615,0.2276466933438572,0.267546135187149,matched,b35eafa936153a0660fab342b2f6d92e3af2251dfa5aaf4789963835322bb082,b35eafa936153a0660fab342b2f6d92e3af2251dfa5aaf4789963835322bb082,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
Mbpp/120,q4,58,0.08008765506788065,0.0010924359667114913,6.883015755430969,0.17907020114647332,0.24228160381317135,matched,18ca4f8542a2b5e22dcc14c9bd2f06e16341e42ad65210f117e8750ce274b881,18ca4f8542a2b5e22dcc14c9bd2f06e16341e42ad65210f117e8750ce274b881,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
Mbpp/123,q4,100,0.12013654996149568,0.002468144753947854,6.4481047363162745,0.2531478218113183,0.5705014526844024,matched,eb4d7a49d607143471388ca62d0f6e16489e4a3db19cc308ef521ded0d3db837,eb4d7a49d607143471388ca62d0f6e16489e4a3db19cc308ef521ded0d3db837,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
