task_id,precision,token_count,mean_nll,median_nll,mean_top1_margin,mean_topk_entropy,worst_decile_nll,status,expected_solution_sha256,generated_solution_sha256,model_sha256
HumanEval/0,q4,47,0.0676715052831667,0.0004077192861586809,7.798561995745341,0.1442638751880285,0.18590715825557705,matched,bce46ca97bda37ea5f46b82568ae9ce75f668c26c8aa711cff4675af9772cb5d,bce46ca97bda37ea5f46b82568ae9ce75f668c26c8aa711cff4675af9772cb5d,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/1,q4,103,0.07325194893318775,0.0014983906876295805,6.833140874790725,0.15884550437512795,0.15825833380222318,matched,209f8c159e3d390dae1d59028b142a01e97720a3c85039a0aca9a198e8dbdbb2,209f8c159e3d390dae1d59028b142a01e97720a3c85039a0aca9a198e8dbdbb2,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/10,q4,93,0.1445616387268176,0.009210132993757725,5.853027297632834,0.31211267711848417,0.6018048524856567,matched,d1f3173c005ea9c4b562a6b6b30b249eaa3496d51096c94ad358332d77b8f1da,d1f3173c005ea9c4b562a6b6b30b249eaa3496d51096c94ad358332d77b8f1da,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/100,q4,27,0.11888100193172907,0.005271596368402243,6.237192713136947,0.26989381465878065,0.3078234791755676,matched,8cadc2d66bac9572a63466fc2b2d0cf0485061b4f064e8573399dbe5b91641e4,8cadc2d66bac9572a63466fc2b2d0cf0485061b4f064e8573399dbe5b91641e4,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/101,q4,16,0.16349761914818828,0.010498773772269487,5.25669134053976,0.30822864849082915,0.564342588186264,matched,e1eb35484dadbf831118a419af97d90e7b28e813c5cc3064548c2ab911544e87,e1eb35484dadbf831118a419af97d90e7b28e813c5cc3064548c2ab911544e87,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/102,q4,59,0.11723205328446241,0.0036567470524460077,5.69896049587955,0.27115830560619597,0.49687923192977906,matched,2239abfa44572ec5c432908f7915c459309e700b4777658aa868df78fb042dbd,2239abfa44572ec5c432908f7915c459309e700b4777658aa868df78fb042dbd,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/103,q4,38,0.07860656409212952,0.0029567148303613067,6.169253353096816,0.21164592064564333,0.2602075830101967,matched,b5efb5d5c2222548ba32444e8ee8477cde1fbb78d79c5c4d848f72daaaaa02fa,b5efb5d5c2222548ba32444e8ee8477cde1fbb78d79c5c4d848f72daaaaa02fa,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/104,q4,38,0.08242143785058656,0.0028350568609312177,6.21014822454469,0.22506707015179753,0.26047289222478864,matched,8c4631be462deded2d61482a26cc9b2109ff0bc4327e88a7f87993c4c9461dd5,8c4631be462deded2d61482a26cc9b2109ff0bc4327e88a7f87993c4c9461dd5,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/105,q4,126,0.1336887177011553,0.0018101035966537893,6.466266405394131,0.27806669564556835,0.4684053957462311,matched,d60dd39af96e56d599a51f4e121c3bfaf0770d5350e378627cc301631392739a,d60dd39af96e56d599a51f4e121c3bfaf0770d5350e378627cc301631392739a,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/106,q4,42,0.13417956045148977,0.007156640058383346,5.6990175322746275,0.2993590794104679,0.5643297135829926,matched,be87fb53f402d8564719960231c0b4668d5bb89825d890e081686c7792878a24,be87fb53f402d8564719960231c0b4668d5bb89825d890e081686c7792878a24,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/107,q4,86,0.04804127254652184,0.0003093069390160963,7.858053454581529,0.109292712366331,0.10544700175523758,matched,8ccf67bfd4f8ce327c1d5458e601f93b77ae8232733c5d10366e458470ba121f,8ccf67bfd4f8ce327c1d5458e601f93b77ae8232733c5d10366e458470ba121f,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/108,q4,51,0.09327565520707853,0.004197333939373493,5.9560753684856325,0.21639448523830668,0.3333075940608978,matched,e47be0293ee4bed4b2e7153c4bc96e12852caf0b582998c88dea7296f886a475,e47be0293ee4bed4b2e7153c4bc96e12852caf0b582998c88dea7296f886a475,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/109,q4,57,0.0892709216990497,0.00574081763625145,5.902426947058031,0.19191831576779658,0.3164098680019379,matched,e8a2c10efb0780d4afefe5c0cd9480c71c4b00498eb578f7d81129e803d297b1,e8a2c10efb0780d4afefe5c0cd9480c71c4b00498eb578f7d81129e803d297b1,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/11,q4,45,0.08356190041496221,0.00036902082501910627,7.740040171982906,0.17631061488955732,0.32640396952629086,matched,bf4d7ee0abbfabad0a14beeba68c1e9e0996f9b90ed274fc84dcb694ce5bbfcb,bf4d7ee0abbfabad0a14beeba68c1e9e0996f9b90ed274fc84dcb694ce5bbfcb,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/110,q4,72,0.08876071758203669,0.0011360639473423362,6.8211987427161835,0.20188408542213604,0.3753402262926101,matched,07ddc6ca05c43cb59ee928205e4071713612dba0f75cd942b98b4d2f75f21e83,07ddc6ca05c43cb59ee928205e4071713612dba0f75cd942b98b4d2f75f21e83,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/111,q4,89,0.07345732221364507,0.00016833769041113555,7.891111020172022,0.1489525455482,0.20964105725288387,matched,6212a0d0fbe4bbea47d07abc64b640bf27d49d6473b59a0e9cc528d846a27895,6212a0d0fbe4bbea47d07abc64b640bf27d49d6473b59a0e9cc528d846a27895,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/112,q4,39,0.06694059079649879,0.0035484135150909424,7.0438872724199015,0.17207878120641146,0.2176259845495224,matched,cbd4e4c21cb0cba5a60f552884160df27e6fd5c2d2dabd19bd3bc3baaaca9535,cbd4e4c21cb0cba5a60f552884160df27e6fd5c2d2dabd19bd3bc3baaaca9535,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/113,q4,77,0.10556136133131927,0.003769579576328397,6.198302274753646,0.22752881953437096,0.4984249293804169,matched,8a21c797bb6f91b242e8b40423edf48c8219152eeb2f164c6601489c647a48d3,8a21c797bb6f91b242e8b40423edf48c8219152eeb2f164c6601489c647a48d3,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/114,q4,61,0.042003305424128994,0.0010572894243523479,7.625449524358951,0.10046604374243072,0.06577308475971222,matched,3dc906860d2ca9cc2e2e3cbd92742cc3d80ce64090c12c14d3e4bcf01326e6af,3dc906860d2ca9cc2e2e3cbd92742cc3d80ce64090c12c14d3e4bcf01326e6af,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/115,q4,37,0.11720153482058998,0.005538214463740587,5.456107367997213,0.26604238346194065,0.48594350218772886,matched,8928e367e9e4ab19149f16ad6cf9d93824d30833df2309379228ca045f0d1b04,8928e367e9e4ab19149f16ad6cf9d93824d30833df2309379228ca045f0d1b04,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/116,q4,29,0.048059662089960105,0.004391284193843603,5.738426207219038,0.141266104970104,0.09967750310897822,matched,275d06981d94157659ddf27a4c21811b746398d9a2e9230317b7c3700f5448bb,275d06981d94157659ddf27a4c21811b746398d9a2e9230317b7c3700f5448bb,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/117,q4,58,0.13876346521866598,0.013253981247544289,5.162165112048225,0.2930100755337366,0.538754141330719,matched,88779298e352dfdc76d3250c18497d102b8039917f6d229c93b2ccd012809f04,88779298e352dfdc76d3250c18497d102b8039917f6d229c93b2ccd012809f04,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/118,q4,77,0.07148684752721751,0.0053424835205078125,6.5375339042648974,0.17269897417208077,0.2513804167509079,matched,4ad2542ad3e0ad629bd128df50470b8854080dfb4291a6646d8dfe949258e170,4ad2542ad3e0ad629bd128df50470b8854080dfb4291a6646d8dfe949258e170,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/119,q4,96,0.08599800691649347,0.0003368826146470383,7.919166172413578,0.16152550272244512,0.19842274487018585,matched,6df5d92247c230bdad56988ead7860edcb2fa7c85277c66fe2841099656ef871,6df5d92247c230bdad56988ead7860edcb2fa7c85277c66fe2841099656ef871,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/12,q4,40,0.04470885998138385,0.0009114766435232013,7.452822384177361,0.1253889596722259,0.15125033408403396,matched,5c6f3c9f35f7bd2bae90033b03191aab62d7ccad6499817ed19e0ec942196757,5c6f3c9f35f7bd2bae90033b03191aab62d7ccad6499817ed19e0ec942196757,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
HumanEval/120,q4,21,0.07806708739216058,0.0037553999572992325,5.977939355540695,0.18678216646256252,0.44193077087402344,matched,0ed3be6347a4ce03eff328496020ef1bfbaa60a414007ac8cf4c4d6ad56c82d9,0ed3be6347a4ce03eff328496020ef1bfbaa60a414007ac8cf4c4d6ad56c82d9,cc324af070c2ecbfd324a30884d2f951a7ff756aba85cb811a6ec436933bb046
